batch_id,product_name,product_type,quality_grade,produced_date,expiry_date,quantity,storage_type,city,route_id,distance_km,estimated_time_hours,route_type,current_freshness,days_in_storage,temperature,humidity,delay_factor,congestion_level,demand_score,shelf_life_days,days_used,days_remaining,expiry_urgency,spoilage_risk,priority_score
B-1499,Tomato,Fresh,C,2026-02-02,2026-02-16,405,Ambient,Los Angeles,R-1499,48,0.69,direct,80.5,3,23.5,58.0,1.686,Medium,77,14,3,11,0,Medium,5.4
B-1500,Meat,Chilled,B,2026-02-04,2026-02-09,213,Refrigerated,Phoenix,R-1500,299,3.78,direct,61.5,5,15.5,43.3,1.8536,Medium,81,5,5,0,1,High,4.8
B-1501,Fish,Chilled,C,2026-02-03,2026-02-08,283,Refrigerated,Houston,R-1501,82,1.52,warehouse,57.4,5,19.1,53.9,1.7380000000000002,Medium,77,5,5,0,1,High,4.7
B-1502,Onion,Fresh,C,2026-02-05,2026-02-19,399,Ambient,Chicago,R-1502,55,1.22,warehouse,41.2,7,11.1,57.9,1.7147999999999999,Medium,55,14,7,7,0,High,3.4
B-1503,Fish,Chilled,B,2026-02-01,2026-02-06,138,Refrigerated,Phoenix,R-1503,174,3.41,warehouse,89.3,3,10.0,60.1,1.8536,Medium,66,5,3,2,1,Medium,5.1
B-1504,Onion,Fresh,B,2026-02-01,2026-02-15,378,Ambient,Phoenix,R-1504,377,6.28,direct,81.0,7,11.0,51.4,1.8536,Medium,99,14,7,7,0,Medium,6.0
B-1505,Meat,Chilled,A,2026-02-09,2026-02-14,71,Refrigerated,Chicago,R-1505,466,7.52,warehouse,47.2,6,15.8,34.4,1.7147999999999999,Medium,91,5,6,-1,1,High,4.6
B-1506,Tomato,Fresh,A,2026-02-03,2026-02-17,117,Ambient,Houston,R-1506,416,5.86,direct,83.0,4,3.2,68.6,1.7380000000000002,Medium,83,14,4,10,0,Medium,5.4
B-1507,Meat,Chilled,B,2026-02-04,2026-02-09,401,Refrigerated,New York,R-1507,77,1.64,warehouse,95.6,1,6.7,74.2,1.565,High,66,5,1,4,0,Medium,5.4
B-1508,Meat,Chilled,A,2026-02-04,2026-02-09,374,Refrigerated,Chicago,R-1508,436,5.52,warehouse,80.0,6,22.4,59.1,1.7147999999999999,Medium,91,5,6,-1,1,High,5.6
B-1509,Fish,Chilled,A,2026-02-06,2026-02-11,169,Refrigerated,Los Angeles,R-1509,335,5.08,warehouse,24.4,10,11.7,35.5,1.686,Medium,46,5,10,-5,1,High,2.2
B-1510,Tomato,Fresh,C,2026-02-08,2026-02-22,309,Ambient,Houston,R-1510,499,6.93,warehouse,26.0,8,3.6,65.3,1.7380000000000002,Medium,83,14,8,6,0,High,3.6
B-1511,Meat,Chilled,A,2026-02-01,2026-02-06,191,Refrigerated,Los Angeles,R-1511,456,6.71,direct,46.9,7,20.4,34.9,1.686,Medium,41,5,7,-2,1,High,2.6
B-1512,Milk,Chilled,A,2026-02-09,2026-02-16,441,Refrigerated,Houston,R-1512,266,3.33,direct,82.4,3,5.8,32.7,1.7380000000000002,Medium,74,7,3,4,0,Medium,5.2
B-1513,Fish,Chilled,B,2026-02-04,2026-02-09,93,Refrigerated,Los Angeles,R-1513,480,6.96,direct,89.9,3,10.9,85.4,1.686,Medium,46,5,3,2,1,Medium,4.1
B-1514,Onion,Fresh,A,2026-02-09,2026-02-23,282,Ambient,Phoenix,R-1514,298,4.52,direct,78.7,4,5.8,46.4,1.8536,Medium,99,14,4,10,0,Medium,6.0
B-1515,Onion,Fresh,C,2026-02-05,2026-02-19,102,Ambient,Chicago,R-1515,224,3.03,warehouse,59.9,5,23.5,79.3,1.7147999999999999,Medium,55,14,5,9,0,Medium,3.8
B-1516,Onion,Fresh,A,2026-02-08,2026-02-22,415,Ambient,Chicago,R-1516,55,1.38,warehouse,97.3,1,15.8,89.8,1.7147999999999999,Medium,55,14,1,13,0,Medium,5.1
B-1517,Milk,Chilled,B,2026-02-02,2026-02-09,450,Refrigerated,New York,R-1517,35,0.85,warehouse,100.0,0,3.5,82.2,1.565,High,77,7,0,7,0,Medium,6.0
B-1518,Onion,Fresh,B,2026-01-31,2026-02-14,176,Ambient,Houston,R-1518,475,11.88,direct,31.7,10,7.6,39.3,1.7380000000000002,Medium,84,14,10,4,0,High,3.8
B-1519,Onion,Fresh,C,2026-02-07,2026-02-21,161,Ambient,New York,R-1519,499,7.13,warehouse,81.2,4,21.8,65.2,1.565,High,69,14,4,10,0,Medium,4.7
B-1520,Tomato,Fresh,C,2026-02-01,2026-02-15,378,Ambient,New York,R-1520,462,7.7,warehouse,83.2,3,9.5,57.3,1.565,High,99,14,3,11,0,Medium,6.0
B-1521,Tomato,Fresh,A,2026-02-03,2026-02-17,478,Ambient,Houston,R-1521,71,1.13,warehouse,94.9,2,24.3,78.1,1.7380000000000002,Medium,83,14,2,12,0,Medium,6.1
B-1522,Milk,Chilled,B,2026-01-31,2026-02-07,482,Refrigerated,Chicago,R-1522,44,0.62,direct,71.9,5,7.6,87.0,1.7147999999999999,Medium,42,7,5,2,1,Medium,3.8
B-1523,Milk,Chilled,A,2026-02-01,2026-02-08,123,Refrigerated,Los Angeles,R-1523,247,5.37,warehouse,100.0,0,7.5,83.7,1.686,Medium,56,7,0,7,0,Medium,5.0
B-1524,Milk,Chilled,C,2026-02-05,2026-02-12,484,Refrigerated,Los Angeles,R-1524,464,10.09,direct,86.5,3,16.4,83.9,1.686,Medium,56,7,3,4,0,High,4.4
B-1525,Meat,Chilled,B,2026-02-09,2026-02-14,211,Refrigerated,Los Angeles,R-1525,407,7.68,warehouse,90.3,2,16.6,65.2,1.686,Medium,41,5,2,3,0,High,3.9
B-1526,Fish,Chilled,C,2026-01-31,2026-02-05,187,Refrigerated,Houston,R-1526,332,4.43,warehouse,80.5,6,17.9,87.2,1.7380000000000002,Medium,77,5,6,-1,1,High,5.2
B-1527,Tomato,Fresh,A,2026-02-09,2026-02-23,73,Ambient,Phoenix,R-1527,18,0.32,warehouse,54.3,5,3.2,78.0,1.8536,Medium,95,14,5,9,0,Medium,5.4
B-1528,Onion,Fresh,A,2026-02-09,2026-02-23,98,Ambient,New York,R-1528,463,9.85,warehouse,80.0,5,11.5,82.3,1.565,High,69,14,5,9,0,Medium,4.7
B-1529,Milk,Chilled,C,2026-02-08,2026-02-15,205,Refrigerated,Los Angeles,R-1529,103,1.3,direct,100.0,0,8.3,80.1,1.686,Medium,56,7,0,7,0,Medium,5.1
B-1530,Onion,Fresh,A,2026-02-03,2026-02-17,186,Ambient,New York,R-1530,67,0.96,direct,82.6,8,22.0,35.7,1.565,High,69,14,8,6,0,Medium,5.2
B-1531,Meat,Chilled,A,2026-02-03,2026-02-08,209,Refrigerated,Phoenix,R-1531,264,5.62,direct,90.2,1,2.4,32.4,1.8536,Medium,81,5,1,4,0,Medium,5.7
B-1532,Fish,Chilled,C,2026-02-09,2026-02-14,437,Refrigerated,Chicago,R-1532,355,4.67,warehouse,39.6,8,13.7,47.2,1.7147999999999999,Medium,52,5,8,-3,1,High,2.9
B-1533,Onion,Fresh,C,2026-02-05,2026-02-19,262,Ambient,New York,R-1533,442,6.23,warehouse,40.7,6,11.5,34.3,1.565,High,69,14,6,8,0,High,3.5
B-1534,Fish,Chilled,A,2026-02-08,2026-02-13,390,Refrigerated,Los Angeles,R-1534,494,7.06,warehouse,100.0,0,17.3,69.9,1.686,Medium,46,5,0,5,0,High,4.3
B-1535,Onion,Fresh,C,2026-02-09,2026-02-23,125,Ambient,Chicago,R-1535,373,5.04,warehouse,54.7,10,9.6,59.0,1.7147999999999999,Medium,55,14,10,4,0,Medium,3.5
B-1536,Fish,Chilled,B,2026-02-06,2026-02-11,196,Refrigerated,Phoenix,R-1536,331,7.04,warehouse,57.0,7,12.9,83.6,1.8536,Medium,66,5,7,-2,1,High,4.0
B-1537,Fish,Chilled,C,2026-02-09,2026-02-14,403,Refrigerated,Chicago,R-1537,413,5.9,warehouse,55.5,5,21.8,37.0,1.7147999999999999,Medium,52,5,5,0,1,High,3.3
B-1538,Onion,Fresh,B,2026-01-31,2026-02-14,190,Ambient,Chicago,R-1538,377,7.54,direct,65.2,7,13.3,73.9,1.7147999999999999,Medium,55,14,7,7,0,Medium,3.8
B-1539,Meat,Chilled,B,2026-02-06,2026-02-11,73,Refrigerated,Phoenix,R-1539,79,1.65,direct,64.5,10,2.5,33.6,1.8536,Medium,81,5,10,-5,1,Medium,5.1
B-1540,Tomato,Fresh,C,2026-02-01,2026-02-15,486,Ambient,Houston,R-1540,26,0.5,warehouse,97.3,1,3.0,69.5,1.7380000000000002,Medium,83,14,1,13,0,Medium,6.2
B-1541,Fish,Chilled,C,2026-02-01,2026-02-06,223,Refrigerated,Chicago,R-1541,63,1.11,warehouse,100.0,0,21.5,40.6,1.7147999999999999,Medium,52,5,0,5,0,High,5.0
B-1542,Milk,Chilled,A,2026-02-03,2026-02-10,473,Refrigerated,Phoenix,R-1542,91,1.17,warehouse,43.1,6,10.3,72.6,1.8536,Medium,44,7,6,1,1,High,3.0
B-1543,Tomato,Fresh,B,2026-02-09,2026-02-23,125,Ambient,Houston,R-1543,24,0.33,direct,81.5,3,3.6,67.8,1.7380000000000002,Medium,83,14,3,11,0,Medium,5.7
B-1544,Fish,Chilled,B,2026-02-07,2026-02-12,219,Refrigerated,Houston,R-1544,415,5.68,direct,59.8,5,7.6,84.3,1.7380000000000002,Medium,77,5,5,0,1,Medium,4.5
B-1545,Milk,Chilled,C,2026-02-03,2026-02-10,405,Refrigerated,Chicago,R-1545,134,2.2,warehouse,65.8,9,11.6,33.0,1.7147999999999999,Medium,42,7,9,-2,1,High,3.5
B-1546,Milk,Chilled,A,2026-02-03,2026-02-10,122,Refrigerated,Houston,R-1546,308,6.84,direct,73.4,8,19.0,89.6,1.7380000000000002,Medium,74,7,8,-1,1,High,4.9
B-1547,Meat,Chilled,B,2026-02-05,2026-02-10,273,Refrigerated,Phoenix,R-1547,196,3.56,warehouse,40.4,6,5.1,57.3,1.8536,Medium,81,5,6,-1,1,High,4.3
B-1548,Meat,Chilled,A,2026-02-01,2026-02-06,360,Refrigerated,New York,R-1548,231,3.61,warehouse,100.0,0,12.1,80.6,1.565,High,66,5,0,5,0,High,5.4
B-1549,Milk,Chilled,A,2026-02-09,2026-02-16,68,Refrigerated,Chicago,R-1549,11,0.18,warehouse,33.7,7,8.0,57.8,1.7147999999999999,Medium,42,7,7,0,1,High,2.7
B-1550,Tomato,Fresh,B,2026-02-09,2026-02-23,195,Ambient,Chicago,R-1550,85,1.6,direct,94.0,1,23.0,61.4,1.7147999999999999,Medium,72,14,1,13,0,Medium,5.6
B-1551,Fish,Chilled,A,2026-02-06,2026-02-11,181,Refrigerated,Chicago,R-1551,416,6.82,direct,88.8,2,2.4,39.9,1.7147999999999999,Medium,52,5,2,3,0,Medium,4.3
B-1552,Tomato,Fresh,B,2026-02-03,2026-02-17,103,Ambient,Houston,R-1552,354,7.22,direct,32.9,9,22.7,65.6,1.7380000000000002,Medium,83,14,9,5,0,High,4.0
B-1553,Meat,Chilled,A,2026-02-06,2026-02-11,157,Refrigerated,Chicago,R-1553,250,3.62,direct,80.3,3,18.4,57.4,1.7147999999999999,Medium,91,5,3,2,1,High,5.8
B-1554,Fish,Chilled,A,2026-01-31,2026-02-05,435,Refrigerated,Phoenix,R-1554,494,11.23,direct,78.7,6,19.9,32.9,1.8536,Medium,66,5,6,-1,1,High,4.5
B-1555,Tomato,Fresh,B,2026-02-07,2026-02-21,262,Ambient,New York,R-1555,465,5.89,direct,100.0,0,16.4,41.1,1.565,High,99,14,0,14,0,Medium,6.5
B-1556,Onion,Fresh,A,2026-02-02,2026-02-16,496,Ambient,Chicago,R-1556,367,5.65,direct,70.2,8,21.1,89.0,1.7147999999999999,Medium,55,14,8,6,0,Medium,3.9
B-1557,Fish,Chilled,B,2026-02-04,2026-02-09,217,Refrigerated,New York,R-1557,327,6.67,direct,93.4,1,8.4,56.7,1.565,High,88,5,1,4,0,Medium,6.0
B-1558,Milk,Chilled,A,2026-02-05,2026-02-12,108,Refrigerated,Houston,R-1558,187,2.92,direct,78.7,3,17.6,39.6,1.7380000000000002,Medium,74,7,3,4,0,High,5.1
B-1559,Milk,Chilled,B,2026-02-06,2026-02-13,165,Refrigerated,Phoenix,R-1559,205,3.6,warehouse,67.4,9,8.0,30.7,1.8536,Medium,44,7,9,-2,1,Medium,3.6
B-1560,Tomato,Fresh,B,2026-02-07,2026-02-21,406,Ambient,Houston,R-1560,371,4.64,warehouse,43.1,6,22.9,53.8,1.7380000000000002,Medium,83,14,6,8,0,High,4.2
B-1561,Meat,Chilled,A,2026-02-09,2026-02-14,55,Refrigerated,New York,R-1561,301,4.49,warehouse,76.3,6,18.5,45.8,1.565,High,66,5,6,-1,1,High,4.6
B-1562,Tomato,Fresh,B,2026-01-31,2026-02-14,295,Ambient,New York,R-1562,402,5.43,direct,90.0,3,2.0,76.8,1.565,High,99,14,3,11,0,Medium,6.3
B-1563,Onion,Fresh,C,2026-02-04,2026-02-18,205,Ambient,New York,R-1563,85,1.6,direct,44.6,6,17.3,63.2,1.565,High,69,14,6,8,0,High,4.0
B-1564,Milk,Chilled,A,2026-02-08,2026-02-15,201,Refrigerated,New York,R-1564,258,4.45,direct,36.1,10,2.2,46.7,1.565,High,77,7,10,-3,1,High,3.9
B-1565,Meat,Chilled,B,2026-01-31,2026-02-05,291,Refrigerated,Phoenix,R-1565,238,4.76,direct,14.9,9,2.3,53.0,1.8536,Medium,81,5,9,-4,1,High,3.4
B-1566,Fish,Chilled,C,2026-02-04,2026-02-09,123,Refrigerated,New York,R-1566,272,4.18,warehouse,38.4,9,7.4,43.6,1.565,High,88,5,9,-4,1,High,4.4
B-1567,Onion,Fresh,C,2026-02-05,2026-02-19,92,Ambient,Chicago,R-1567,155,2.18,warehouse,87.7,2,10.5,48.2,1.7147999999999999,Medium,55,14,2,12,0,Medium,4.7
B-1568,Tomato,Fresh,A,2026-02-01,2026-02-15,130,Ambient,New York,R-1568,204,2.96,warehouse,84.2,5,13.1,35.0,1.565,High,99,14,5,9,0,Medium,6.3
B-1569,Onion,Fresh,C,2026-02-07,2026-02-21,495,Ambient,New York,R-1569,476,7.93,direct,15.1,9,10.2,79.0,1.565,High,69,14,9,5,0,High,2.7
B-1570,Tomato,Fresh,C,2026-02-07,2026-02-21,462,Ambient,New York,R-1570,101,1.84,direct,77.6,3,10.7,63.0,1.565,High,99,14,3,11,0,Medium,6.2
B-1571,Onion,Fresh,B,2026-02-05,2026-02-19,84,Ambient,New York,R-1571,213,4.84,direct,45.5,10,7.0,52.4,1.565,High,69,14,10,4,0,High,3.9
B-1572,Fish,Chilled,B,2026-02-01,2026-02-06,128,Refrigerated,New York,R-1572,64,0.82,direct,55.2,9,14.5,84.8,1.565,High,88,5,9,-4,1,High,5.1
B-1573,Tomato,Fresh,C,2026-02-08,2026-02-22,234,Ambient,New York,R-1573,12,0.21,direct,87.5,5,16.7,83.2,1.565,High,99,14,5,9,0,Medium,6.6
B-1574,Tomato,Fresh,A,2026-02-07,2026-02-21,464,Ambient,Phoenix,R-1574,106,1.39,warehouse,30.2,9,4.8,44.2,1.8536,Medium,95,14,9,5,0,High,4.6
B-1575,Tomato,Fresh,C,2026-02-04,2026-02-18,108,Ambient,New York,R-1575,258,6.0,warehouse,80.4,4,2.7,70.6,1.565,High,99,14,4,10,0,Medium,6.1
B-1576,Tomato,Fresh,A,2026-02-03,2026-02-17,418,Ambient,Phoenix,R-1576,147,3.06,direct,80.9,3,23.4,83.3,1.8536,Medium,95,14,3,11,0,Medium,6.1
B-1577,Meat,Chilled,B,2026-02-07,2026-02-12,335,Refrigerated,Chicago,R-1577,163,2.96,direct,90.4,4,5.2,60.1,1.7147999999999999,Medium,91,5,4,1,1,Medium,6.2
B-1578,Fish,Chilled,A,2026-02-05,2026-02-10,215,Refrigerated,New York,R-1578,145,1.93,warehouse,90.8,3,15.0,61.1,1.565,High,88,5,3,2,1,High,6.1
B-1579,Fish,Chilled,C,2026-01-31,2026-02-05,211,Refrigerated,New York,R-1579,300,3.8,direct,100.0,0,12.2,50.9,1.565,High,88,5,0,5,0,High,6.2
B-1580,Fish,Chilled,B,2026-02-05,2026-02-10,71,Refrigerated,Chicago,R-1580,430,6.52,direct,88.9,2,14.2,67.4,1.7147999999999999,Medium,52,5,2,3,0,High,4.3
B-1581,Onion,Fresh,A,2026-02-03,2026-02-17,320,Ambient,New York,R-1581,384,5.65,warehouse,52.6,5,24.1,39.9,1.565,High,69,14,5,9,0,Medium,4.0
B-1582,Fish,Chilled,B,2026-02-06,2026-02-11,458,Refrigerated,Los Angeles,R-1582,314,5.71,direct,87.5,3,17.5,78.3,1.686,Medium,46,5,3,2,1,High,4.2
B-1583,Onion,Fresh,B,2026-02-07,2026-02-21,445,Ambient,New York,R-1583,323,4.25,direct,100.0,0,15.5,60.1,1.565,High,69,14,0,14,0,Medium,5.4
B-1584,Onion,Fresh,B,2026-02-04,2026-02-18,500,Ambient,Chicago,R-1584,65,1.2,warehouse,93.7,2,23.7,48.0,1.7147999999999999,Medium,55,14,2,12,0,Medium,4.9
B-1585,Tomato,Fresh,A,2026-02-04,2026-02-18,450,Ambient,Chicago,R-1585,354,4.92,direct,57.7,7,17.3,82.4,1.7147999999999999,Medium,72,14,7,7,0,Medium,4.3
B-1586,Tomato,Fresh,B,2026-02-03,2026-02-17,166,Ambient,New York,R-1586,343,4.9,direct,84.7,3,23.9,78.6,1.565,High,99,14,3,11,0,Medium,6.2
B-1587,Milk,Chilled,C,2026-02-01,2026-02-08,141,Refrigerated,Houston,R-1587,208,2.67,warehouse,49.5,8,19.8,35.5,1.7380000000000002,Medium,74,7,8,-1,1,High,4.2
B-1588,Fish,Chilled,A,2026-02-02,2026-02-07,419,Refrigerated,New York,R-1588,173,3.15,warehouse,94.4,2,11.3,72.5,1.565,High,88,5,2,3,0,High,6.2
B-1589,Milk,Chilled,C,2026-02-01,2026-02-08,173,Refrigerated,New York,R-1589,205,3.94,warehouse,83.3,5,19.1,72.8,1.565,High,77,7,5,2,1,High,5.4
B-1590,Fish,Chilled,A,2026-02-04,2026-02-09,450,Refrigerated,Houston,R-1590,132,1.74,direct,84.2,2,18.2,32.7,1.7380000000000002,Medium,77,5,2,3,0,High,5.5
B-1591,Fish,Chilled,C,2026-02-08,2026-02-13,377,Refrigerated,Chicago,R-1591,360,7.06,warehouse,92.4,1,8.6,49.4,1.7147999999999999,Medium,52,5,1,4,0,Medium,4.5
B-1592,Milk,Chilled,A,2026-02-09,2026-02-16,265,Refrigerated,Los Angeles,R-1592,236,3.52,direct,93.0,1,14.4,35.3,1.686,Medium,56,7,1,6,0,High,4.8
B-1593,Milk,Chilled,B,2026-02-06,2026-02-13,249,Refrigerated,Houston,R-1593,448,6.4,warehouse,73.2,7,17.1,76.5,1.7380000000000002,Medium,74,7,7,0,1,High,4.7
B-1594,Onion,Fresh,A,2026-02-01,2026-02-15,247,Ambient,Phoenix,R-1594,406,6.66,direct,84.4,3,15.7,89.4,1.8536,Medium,99,14,3,11,0,Medium,6.1
B-1595,Onion,Fresh,A,2026-02-04,2026-02-18,148,Ambient,Los Angeles,R-1595,120,1.5,warehouse,56.4,10,18.3,59.1,1.686,Medium,60,14,10,4,0,Medium,4.0
B-1596,Tomato,Fresh,B,2026-02-02,2026-02-16,332,Ambient,Los Angeles,R-1596,500,6.67,warehouse,86.7,2,20.2,51.7,1.686,Medium,77,14,2,12,0,Medium,5.2
B-1597,Milk,Chilled,C,2026-02-07,2026-02-14,194,Refrigerated,Phoenix,R-1597,369,7.38,warehouse,93.1,3,19.7,73.6,1.8536,Medium,44,7,3,4,0,High,4.2
B-1598,Milk,Chilled,A,2026-02-02,2026-02-09,426,Refrigerated,Los Angeles,R-1598,30,0.47,warehouse,90.9,1,24.2,72.6,1.686,Medium,56,7,1,6,0,High,4.9
B-1599,Fish,Chilled,C,2026-02-02,2026-02-07,452,Refrigerated,New York,R-1599,64,0.91,warehouse,72.8,4,4.6,31.8,1.565,High,88,5,4,1,1,Medium,5.6
B-1600,Fish,Chilled,A,2026-02-03,2026-02-08,123,Refrigerated,Chicago,R-1600,172,4.0,direct,65.7,4,8.2,69.9,1.7147999999999999,Medium,52,5,4,1,1,Medium,3.9
B-1601,Milk,Chilled,C,2026-02-07,2026-02-14,75,Refrigerated,New York,R-1601,269,5.49,warehouse,21.8,10,18.9,81.3,1.565,High,77,7,10,-3,1,High,3.5
B-1602,Milk,Chilled,A,2026-02-05,2026-02-12,206,Refrigerated,New York,R-1602,356,7.74,warehouse,38.4,7,9.8,63.5,1.565,High,77,7,7,0,1,High,3.9
B-1603,Fish,Chilled,C,2026-02-08,2026-02-13,346,Refrigerated,New York,R-1603,446,5.87,direct,58.5,9,21.3,67.1,1.565,High,88,5,9,-4,1,High,4.8
B-1604,Milk,Chilled,A,2026-02-06,2026-02-13,208,Refrigerated,New York,R-1604,268,4.87,direct,88.6,3,11.0,67.4,1.565,High,77,7,3,4,0,High,5.5
B-1605,Tomato,Fresh,A,2026-02-01,2026-02-15,434,Ambient,Los Angeles,R-1605,344,5.93,warehouse,100.0,0,9.2,31.0,1.686,Medium,77,14,0,14,0,Medium,5.7
B-1606,Meat,Chilled,A,2026-02-08,2026-02-13,380,Refrigerated,Phoenix,R-1606,322,4.54,warehouse,58.0,8,7.7,47.6,1.8536,Medium,81,5,8,-3,1,Medium,4.7
B-1607,Tomato,Fresh,B,2026-02-09,2026-02-23,245,Ambient,Los Angeles,R-1607,449,6.91,warehouse,48.9,7,14.4,70.1,1.686,Medium,77,14,7,7,0,High,4.1
B-1608,Tomato,Fresh,A,2026-02-02,2026-02-16,389,Ambient,Houston,R-1608,326,5.53,warehouse,87.9,5,3.9,87.3,1.7380000000000002,Medium,83,14,5,9,0,Medium,5.6
B-1609,Milk,Chilled,C,2026-02-08,2026-02-15,468,Refrigerated,New York,R-1609,451,10.25,warehouse,53.1,8,7.1,32.5,1.565,High,77,7,8,-1,1,Medium,4.2
B-1610,Meat,Chilled,B,2026-02-07,2026-02-12,431,Refrigerated,Chicago,R-1610,348,5.04,direct,50.8,10,21.1,33.4,1.7147999999999999,Medium,91,5,10,-5,1,High,4.8
B-1611,Meat,Chilled,C,2026-02-03,2026-02-08,75,Refrigerated,New York,R-1611,422,8.98,direct,42.5,9,17.2,54.7,1.565,High,66,5,9,-4,1,High,3.5
B-1612,Meat,Chilled,B,2026-02-04,2026-02-09,361,Refrigerated,Phoenix,R-1612,53,0.7,direct,17.1,9,5.4,61.6,1.8536,Medium,81,5,9,-4,1,High,3.7
B-1613,Meat,Chilled,B,2026-02-09,2026-02-14,164,Refrigerated,Phoenix,R-1613,492,6.39,direct,73.1,5,2.6,61.8,1.8536,Medium,81,5,5,0,1,Medium,4.9
B-1614,Onion,Fresh,B,2026-02-07,2026-02-21,86,Ambient,Phoenix,R-1614,439,6.18,direct,80.2,3,16.3,43.3,1.8536,Medium,99,14,3,11,0,Medium,5.9
B-1615,Milk,Chilled,A,2026-01-31,2026-02-07,170,Refrigerated,Phoenix,R-1615,314,4.98,warehouse,87.9,3,18.1,64.3,1.8536,Medium,44,7,3,4,0,High,4.1
B-1616,Tomato,Fresh,C,2026-01-31,2026-02-14,361,Ambient,Los Angeles,R-1616,313,4.23,warehouse,59.1,10,12.2,37.2,1.686,Medium,77,14,10,4,0,Medium,4.5
B-1617,Meat,Chilled,B,2026-02-06,2026-02-11,397,Refrigerated,New York,R-1617,441,5.51,direct,34.8,7,12.2,86.5,1.565,High,66,5,7,-2,1,High,3.2
B-1618,Meat,Chilled,A,2026-02-01,2026-02-06,370,Refrigerated,Phoenix,R-1618,260,3.82,direct,60.8,6,12.8,75.5,1.8536,Medium,81,5,6,-1,1,High,4.8
B-1619,Milk,Chilled,B,2026-02-07,2026-02-14,178,Refrigerated,Los Angeles,R-1619,316,5.18,direct,95.4,2,6.5,38.3,1.686,Medium,56,7,2,5,0,Medium,4.8
B-1620,Meat,Chilled,C,2026-02-01,2026-02-06,179,Refrigerated,Chicago,R-1620,111,1.82,direct,77.8,3,17.5,87.7,1.7147999999999999,Medium,91,5,3,2,1,High,5.9
B-1621,Meat,Chilled,B,2026-02-04,2026-02-09,162,Refrigerated,Phoenix,R-1621,67,1.49,direct,81.0,4,5.7,49.9,1.8536,Medium,81,5,4,1,1,Medium,5.6
B-1622,Tomato,Fresh,C,2026-02-01,2026-02-15,106,Ambient,Houston,R-1622,245,3.95,direct,36.0,10,10.7,50.7,1.7380000000000002,Medium,83,14,10,4,0,High,4.2
B-1623,Onion,Fresh,B,2026-02-08,2026-02-22,383,Ambient,Phoenix,R-1623,74,1.1,direct,15.9,9,16.7,45.4,1.8536,Medium,99,14,9,5,0,High,4.4
B-1624,Milk,Chilled,C,2026-02-09,2026-02-16,232,Refrigerated,New York,R-1624,441,8.02,direct,93.4,1,20.9,45.6,1.565,High,77,7,1,6,0,High,5.4
B-1625,Fish,Chilled,B,2026-02-01,2026-02-06,468,Refrigerated,Chicago,R-1625,210,5.12,warehouse,88.6,2,6.4,73.0,1.7147999999999999,Medium,52,5,2,3,0,Medium,4.5
B-1626,Tomato,Fresh,A,2026-02-01,2026-02-15,416,Ambient,New York,R-1626,356,7.91,direct,88.8,3,14.4,76.0,1.565,High,99,14,3,11,0,Medium,6.3
B-1627,Tomato,Fresh,A,2026-01-31,2026-02-14,266,Ambient,New York,R-1627,407,6.78,direct,44.6,9,4.3,64.0,1.565,High,99,14,9,5,0,High,4.9
B-1628,Fish,Chilled,C,2026-02-06,2026-02-11,124,Refrigerated,Houston,R-1628,448,9.14,direct,100.0,0,11.3,84.7,1.7380000000000002,Medium,77,5,0,5,0,High,5.6
B-1629,Meat,Chilled,A,2026-02-08,2026-02-13,478,Refrigerated,Chicago,R-1629,460,6.97,direct,97.9,1,6.4,51.3,1.7147999999999999,Medium,91,5,1,4,0,Medium,6.1
B-1630,Tomato,Fresh,C,2026-02-05,2026-02-19,334,Ambient,Houston,R-1630,105,2.56,direct,28.1,8,21.6,84.2,1.7380000000000002,Medium,83,14,8,6,0,High,4.1
B-1631,Tomato,Fresh,B,2026-02-04,2026-02-18,371,Ambient,Phoenix,R-1631,167,3.34,direct,66.6,8,14.2,49.4,1.8536,Medium,95,14,8,6,0,Medium,5.6
B-1632,Onion,Fresh,A,2026-02-01,2026-02-15,345,Ambient,Chicago,R-1632,318,7.76,warehouse,87.0,2,17.2,32.9,1.7147999999999999,Medium,55,14,2,12,0,Medium,4.5
B-1633,Fish,Chilled,A,2026-02-01,2026-02-06,114,Refrigerated,Houston,R-1633,360,5.9,direct,23.2,8,18.6,54.0,1.7380000000000002,Medium,77,5,8,-3,1,High,3.4
B-1634,Fish,Chilled,B,2026-02-02,2026-02-07,437,Refrigerated,Chicago,R-1634,446,7.31,direct,100.0,0,20.2,82.7,1.7147999999999999,Medium,52,5,0,5,0,High,4.6
B-1635,Tomato,Fresh,C,2026-02-04,2026-02-18,66,Ambient,New York,R-1635,102,1.82,warehouse,82.4,2,10.9,64.6,1.565,High,99,14,2,12,0,Medium,6.3
B-1636,Fish,Chilled,C,2026-02-03,2026-02-08,342,Refrigerated,Phoenix,R-1636,436,6.61,warehouse,29.1,10,21.9,47.9,1.8536,Medium,66,5,10,-5,1,High,3.1
B-1637,Milk,Chilled,A,2026-02-06,2026-02-13,459,Refrigerated,Chicago,R-1637,220,3.38,warehouse,86.1,5,15.4,55.5,1.7147999999999999,Medium,42,7,5,2,1,High,4.0
B-1638,Meat,Chilled,C,2026-02-02,2026-02-07,69,Refrigerated,Chicago,R-1638,330,7.5,warehouse,77.8,5,22.1,32.1,1.7147999999999999,Medium,91,5,5,0,1,High,5.6
